Unnamed: 0,book_id,book_name,author_name,num_tokens
366,3244,To Him That Hath: A Tale of the West of Today,Ralph Connor,115109
367,61620,The mark of Zorro,Johnston McCulley,98206
368,23531,Marjorie's Busy Days,Carolyn Wells,80097
369,61681,Grampa in Oz,Ruth Plumly Thompson,61820
370,31635,The Silent Barrier,Louis Tracy,118068
371,1164,The iron heel,Jack London,122598
372,31381,The Squire's Daughter: Being the First Book in the Chronicles of the Clintons,unknown,115737
373,43381,The Story of Rolf and the Viking's Bow,Allen French,88161
374,17866,Murder in the Gunroom,H. Beam Piper,98372
375,41556,The Celebrity at Home,Violet Hunt,113861
376,27690,Nobody's Girl,Hector Malot,102286
377,64510,A Daughter of Witches: A Romance,Joanna E. Wood,111977
378,2815,"Democracy, an American novel",Henry Adams,97886
379,74643,"The Italian, Volume 1 (of 3) :  or, the confessional of the Black Penitents",unknown,79316
380,38887,How to Write a Novel: A Practical Guide to the Art of Fiction,Anonymous,54651
381,37019,"The Girls of Central High; Or, Rivals for All Honors",Gertrude W. Morrison,63122
382,26520,The Fighting Edge,William MacLeod Raine,108871
383,5673,"The Young Musician; Or, Fighting His Way",Jr. Horatio Alger,75732
384,5230,The Invisible Man: A Grotesque Romance,H. G. Wells,72295
385,14540,When William Came,Saki,72480
386,25145,A Patriotic Schoolgirl,Angela Brazil,96516
387,26631,A Virginia Scout,Hugh Pendexter,112274
388,13312,The Light That Lures,Percy James Brebner,117728
389,22565,"From Farm to Fortune; or, Nat Nason's Strange Experience",Jr. Horatio Alger,67772
390,22720,The Minister of Evil: The Secret History of Rasputin's Betrayal of Russia,unknown,117848
391,47739,The Wyndham Girls,Marion Ames Taggart,103309
392,1999,Crome Yellow,Aldous Huxley,84561
393,20782,Triplanetary,E. E. Smith,83909
394,36368,If Any Man Sin,H. A. Cody,115004
395,63569,"The Watsons: By Jane Austen, Concluded by L. Oulton",Jane Austen and L. Oulton,50956
396,37236,The Tigress,Anne Warner,105794
397,5141,What Katy Did at School,Susan Coolidge,77295
398,1188,The Lair of the White Worm,Bram Stoker,79138
399,18505,A Popular Schoolgirl,Angela Brazil,92342
400,28161,The Master Mummer,E. Phillips Oppenheim,108046
401,37081,In Strange Company: A Story of Chili and the Southern Seas,Guy Boothby,110169
402,18817,Ralestone Luck,Andre Norton,85653
403,8994,What Katy Did,Susan Coolidge,72116
404,19660,Man of Many Minds,E. Everett Evans,94577
405,26740,The Picture of Dorian Gray,Oscar Wilde,112516
406,9195,The Slave of the Lamp,Henry Seton Merriman,109062
407,36612,The Princess and Curdie,George MacDonald,80726
408,20628,Torchy and Vee,Sewell Ford,103790
409,5348,"Ragged Dick, Or, Street Life in New York with the Boot-Blacks",Jr. Horatio Alger,71592
410,4078,The Picture of Dorian Gray,Oscar Wilde,80390
411,30075,Our Next-Door Neighbors,Belle Kanaris Maniates,52669
412,43187,The Harlequin Opal: A Romance. Vol. 1 (of 3),Fergus Hume,77922
413,27771,Once on a Time,A. A. Milne,75792
414,2568,Trent's Last Case,E. C. Bentley,102534
415,74603,Crump folk going home,Constance Holme,110807
416,244,A Study in Scarlet,Arthur Conan Doyle,62224
417,5083,The Man of Feeling,Henry Mackenzie,55131
418,362,Miss Billy's Decision,Eleanor H. Porter,104683
419,67238,Still—William,Richmal Crompton,92324
421,74007,Her own way,Eglanton Thorne,107040
422,52449,Buell Hampton,Willis George Emerson,125457
423,174,The Picture of Dorian Gray,Oscar Wilde,110466
424,74734,Caleb Field :  A tale of the Puritans,Mrs. Oliphant,57959
425,2097,The Sign of the Four,Arthur Conan Doyle,61886
426,5090,I will repay,Baroness Emmuska Orczy Orczy,92880
427,74796,"Viola's vanity :  or, A bitter expiation",Mrs. Alex. McVeigh Miller,78723
428,42049,"Frank Merriwell's Champions; Or, All in the Game",Burt L. Standish,107661
429,44951,"The Motor Boys in Strange Waters; or, Lost in a Floating Forest",Clarence Young,68362
430,12345,"Friday, the Thirteenth: A Novel",Thomas William Lawson,66528
431,38777,Lad: A Dog,Albert Payson Terhune,116294
432,10358,The Boss of Little Arcady,Harry Leon Wilson,124653
433,2509,The Lani People,Jesse F. Bone,85456
435,51060,The Narrative of Arthur Gordon Pym of Nantucket,Edgar Allan Poe,98517
436,863,The Mysterious Affair at Styles,Agatha Christie,85523
437,23728,Walter and the Wireless,Sara Ware Bassett,85853
438,12187,The Mystery of 31 New Inn,R. Austin Freeman,109065
439,26282,"The Witch of Salem; or, Credulity Run Mad",John R. Musick,115781
440,38742,The Corner House Girls Under Canvas,Grace Brooks Hill,77864
441,20058,The Napoleon of Notting Hill,G. K. Chesterton,79882
442,50109,The Mysterious Stranger: A Romance,Mark Twain,53501
443,1026,The Diary of a Nobody,George Grossmith and Weedon Grossmith,64726
444,36577,A Claim on Klondyke: A Romance of the Arctic El Dorado,Edward Roper,105212
445,620,Sylvie and Bruno,Lewis Carroll,96414
446,28489,The Belovéd Vagabond,William John Locke,123560
447,1608,Camille (La Dame aux Camilias),Alexandre Dumas,91506
448,36251,The Corner House Girls on a Tour,Grace Brooks Hill,80171
449,10743,Moonfleet,John Meade Falkner,112518
450,91,Tom Sawyer Abroad,Mark Twain,50552
451,30723,Fathers and Children,Ivan Sergeevich Turgenev,112952
452,37310,The Blue Grass Seminary Girls on the Water,Carolyn Judson Burnett,74480
454,25440,An Undivided Union,Oliver Optic and Edward Stratemeyer,124874
455,16648,Holiday Stories for Young People,Margaret Elizabeth Munson Sangster,95715
456,1604,The Ebb-Tide: A Trio And Quartette,Robert Louis Stevenson and Lloyd Osbourne,70218
457,73771,The house without a key,Earl Derr Biggers,121082
458,21638,Tarrano the Conqueror,Ray Cummings,95974
459,49267,A Watch-dog of the North Sea: A Naval Story of the Great War,Percy F. Westerman,116924
460,21092,On the Trail of the Space Pirates,Carey Rockwell,76775
461,43135,The Riddle of the Purple Emperor,Mary E. Hanshew and Thomas W. Hanshew,94925
462,21687,The Youngest Girl in the Fifth: A School Story,Angela Brazil,103584
463,1874,The Railway Children,E. Nesbit,86128
464,17965,Boy Woodburn: A Story of the Sussex Downs,Alfred Ollivant,124923
465,16473,Queen Hildegarde,Laura Elizabeth Howe Richards,73066
466,1585,The Wrong Box,Robert Louis Stevenson and Lloyd Osbourne,85707
467,6864,Average Jones,Samuel Hopkins Adams,104595
468,32708,The Golden Age in Transylvania,Mór Jókai,113720
469,36478,The Red Year: A Story of the Indian Mutiny,Louis Tracy,116419
470,29848,"Astounding Stories of Super-Science, June, 1930",Various,116571
471,23108,"Chester Rand; or, The New Path to Fortune",Jr. Horatio Alger,81992
472,25870,A World of Girls: The Story of a School,L. T. Meade,114939
473,32954,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,117011
474,369,The outlaw of Torn,Edgar Rice Burroughs,89999
475,2046,"Clotel; Or, The President's Daughter",William Wells Brown,83112
476,26367,The Young Alaskans on the Missouri,Emerson Hough,110289
477,27884,Niels Klim's journey under the ground,Ludvig Holberg,52626
478,39641,Georgina's Service Stars,Annie F. Johnston,91205
479,38743,The Corner House Girls,Grace Brooks Hill,81019
480,20472,Grace Harlowe's Plebe Year at High School,Josephine Chase,74894
481,22644,"The Boy Scout Treasure Hunters; Or, The Lost Treasure of Buffalo Hollow",Lerrigo,69099
482,4057,Marius the Epicurean — Volume 1,Walter Pater,81302
483,864,The Master of Ballantrae: A Winter's Tale,Robert Louis Stevenson,120993
484,41410,"Dick Hamilton's Football Team; Or, A Young Millionaire On The Gridiron",Garis,85270
485,42324,"Frankenstein; Or, The Modern Prometheus",Mary Wollstonecraft Shelley,107722
486,23916,"Blue Bonnet in Boston; or, Boarding-School Days at Miss North's",Jacobs et al.,124822
487,792,"Wieland; Or, The Transformation: An American Tale",Charles Brockden Brown,114662
488,41481,Astounding Stories of Super-Science January 1930,Harry Bates et al.,106348
489,34414,Just—William,Richmal Crompton,72872
492,24459,The Lost Princess of Oz,L. Frank Baum,67910
493,619,The Warden,Anthony Trollope,102013
494,33823,The Gay Adventure: A Romance,Richard Bird,113708
495,47530,"Oliver Twist, Vol. 2 (of 3)",Charles Dickens,75601
496,2876,The Light That Failed,Rudyard Kipling,104932
497,33389,A Pair of Schoolgirls: A Story of School Days,Angela Brazil,77487
498,103,Around the World in Eighty Days,Jules Verne,94475
499,19027,The Revolt on Venus,Carey Rockwell,77722
500,53990,The Story of Paul Jones: An Historical Romance,Alfred Henry Lewis,75696
501,74709,"A knight of the air :  or, The aerial rivals",Henry Tracey Coxwell,97535
502,3179,The American Claimant,Mark Twain,95326
503,25472,Blackbeard: Buccaneer,Ralph Delahaye Paine,103185
504,28448,"The campfire girls of Roselawn :  or, A strange message from the air",Penrose,60476
505,33475,The Broken Gate: A Novel,Emerson Hough,114524
506,46409,Heidi,Johanna Spyri,90055
507,794,The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,E. Nesbit,109918
508,28381,"Ben, the Luggage Boy; Or, Among the Wharves",Jr. Horatio Alger,75891
509,22583,The Highgrader,William MacLeod Raine,98851
510,837,The Story of the Amulet,E. Nesbit,100315
512,2786,Jack and Jill,Louisa May Alcott,126109
513,56562,Kidnapped (Illustrated),Robert Louis Stevenson,114289
514,27537,"Sentimental Education; Or, The History of a Young Man. Volume 2",Gustave Flaubert,124338
515,8550,"T. Haviland Hicks, Senior",James Raymond Elderdice,96319
516,3479,The Metal Monster,Abraham Merritt,119564
517,36016,The Prussian Terror,Alexandre Dumas,117793
518,39982,"The Weird of the Wentworths: A Tale of George IV's Time, Vol. 1",Johannes Scotus,122458
519,40337,Connie Morgan in Alaska,James B. Hendryx,87308
520,2037,Novel Notes,Jerome K. Jerome,98700
521,12352,"Iola Leroy; Or, Shadows Uplifted",Frances Ellen Watkins Harper,105744
522,19527,The Yukon Trail: A Tale of the North,William MacLeod Raine,94964
523,5342,The Story Girl,L. M. Montgomery,121449
524,4991,"The Pony Rider Boys in New Mexico; Or, The End of the Silver Trail",Patchin,67585
525,15695,'Doc.' Gordon,Mary Eleanor Wilkins Freeman,90746
526,1931,The Zeppelin's Passenger,E. Phillips Oppenheim,90682
527,980,Alice Adams,Booth Tarkington,121073
528,33516,Abandoned,Jules Verne,97827
529,27780,Treasure Island,Robert Louis Stevenson,98731
530,40038,The Lone Ranger Rides,Fran Striker,89611
531,35071,The Boy Scouts on the Range,John Henry Goldfrap,74625
532,34507,The Heritage of the Hills,Arthur Preston Hankins,90478
533,33386,The Tremendous Event,Maurice Leblanc,83640
534,22194,Spring Street,James Hugh Richardson,116479
535,15798,Clover,Susan Coolidge,74727
536,15302,The Man with the Clubfoot,Valentine Williams,94086
537,41445,"Frankenstein; Or, The Modern Prometheus",Mary Wollstonecraft Shelley,100765
538,28038,"Watch and Wait; or, The Young Fugitives",Oliver Optic,70024
539,551,The Land That Time Forgot,Edgar Rice Burroughs,53468
540,57447,The Romance of a Shop,Amy Levy,75753
541,74806,"Queenie's whim, Volume 2 (of 3) :  A novel",Rosa Nouchette Carey,85973
542,16,Peter Pan,J. M. Barrie,67931
543,5721,A House of Gentlefolk,Ivan Sergeevich Turgenev,91960
544,44428,"The Days of Chivalry; Or, The Legend of Croquemitaine",Quatrelles,94520
545,29607,"Astounding Stories of Super-Science, March 1930",Various,108454
546,47705,A Sister of the Red Cross: A Tale of the South African War,L. T. Meade,116602
547,3756,Indiscretions of Archie,P. G. Wodehouse,108837
548,172,The Haunted Bookshop,Christopher Morley,91198
549,393,The Blue Lagoon: A Romance,H. De Vere Stacpoole,92957
550,720,Almayer's Folly: A Story of an Eastern River,Joseph Conrad,91585
551,17412,The Bobbsey Twins,Laura Lee Hope,51026
552,51054,The Wolf-Leader,Alexandre Dumas,126584
553,959,The Lost Princess of Oz,L. Frank Baum,67365
554,30558,Claim Number One,George W. Ogden,120490
555,3922,The Red Lily — Complete,Anatole France,107998
556,36281,The Slayer of Souls,Robert W. Chambers,92922
557,4922,Bar-20 Days,Clarence Edward Mulford,100511
558,36119,The Cinder Pond,Carroll Watson Rankin,73328
559,2702,The Lion's Skin,Rafael Sabatini,122732
560,19810,My Ántonia,Willa Cather,112494
561,20986,Tom Slade with the Colors,Percy Keese Fitzhugh,61099
562,113,The Secret Garden,Frances Hodgson Burnett,112057
563,33529,The Return of Tharn,Howard Browne,99652
564,31893,"Astounding Stories, June, 1931",Various,108519
565,3154,The Surprising Adventures of Baron Munchausen,Rudolf Erich Raspe,74967
566,74,"The Adventures of Tom Sawyer, Complete",Mark Twain,103523
567,3289,The Valley of Fear,Arthur Conan Doyle,81612
568,42117,The Pirates of the Prairies: Adventures in the American Desert,Gustave Aimard,123286
569,95,The prisoner of Zenda,Anthony Hope,78291
570,1897,The Seventh Man,Max Brand,106039
571,20789,"The Grammar School Boys Snowbound; or, Dick & Co. at Winter Sports",Hancock,75765
572,18547,Madame Flirt,Charles Edward Pearce,109563
573,38020,The Transgression of Andrew Vane: A Novel,Guy Wetmore Carryl,113010
574,426,Tales and Fantasies,Robert Louis Stevenson,75009
575,18753,The Space Pioneers,Carey Rockwell,75752
576,67979,The Blue Castle: a novel,L. M. Montgomery,101503
577,2462,Doña Perfecta,Benito Pérez Galdós,106950
578,60,The Scarlet Pimpernel,Baroness Emmuska Orczy Orczy,124731
579,31870,"Frances of the Ranges; Or, The Old Ranchman's Treasure",Amy Bell Marlowe,86650
580,2182,"The Marble Faun; Or, The Romance of Monte Beni - Volume 2",Nathaniel Hawthorne,110849
581,29866,Hidden Hand,Emma Dorothy Eliza Nevitte Southworth,125758
582,3056,Wessex Tales,Thomas Hardy,114409
583,21051,Skylark Three,E. E. Smith,120997
584,1695,The Man Who Was Thursday: A Nightmare,G. K. Chesterton,82194
585,14859,Daddy Takes Us to the Garden,Howard Roger Garis,50527
586,4735,The Shepherd of the Hills,Harold Bell Wright,107112
587,2687,The Snare,Rafael Sabatini,115405
588,1849,The Yellow Crayon,E. Phillips Oppenheim,109289
589,2785,The Elusive Pimpernel,Baroness Emmuska Orczy Orczy,119149
590,8995,What Katy Did Next,Susan Coolidge,79196
591,1495,The Golf Course Mystery,Chester K. Steele,92001
592,308,Three Men in a Boat (To Say Nothing of the Dog),Jerome K. Jerome,93759
593,8558,L'Assommoir,Émile Zola,124912
594,30698,Aces Up,Covington Clarke,81254
595,2708,Colomba,Prosper Mérimée,72665
596,15422,Israel Potter: His Fifty Years of Exile,Herman Melville,97182
597,3782,Huntingtower,John Buchan,114154
598,10891,Algonquin Indian Tales,Egerton Ryerson Young,84547
599,2795,"Bob, Son of Battle",Alfred Ollivant,112826
600,35042,Winter Fun,William O. Stoddard,86820
601,11128,The Red Thumb Mark,R. Austin Freeman,100059
602,4676,Outpost,Jane G. Austin,116969
603,4075,The Intrusion of Jimmy,P. G. Wodehouse,100751
604,28203,Moods,Louisa May Alcott,118539
605,2005,Piccadilly Jim,P. G. Wodehouse,115436
607,624,"Looking Backward, 2000 to 1887",Edward Bellamy,104327
608,58937,"The Mary Frances sewing book :  or, Adventures among the thimble people",Fryer,72960
609,21416,"Randy of the River; Or, The Adventures of a Young Deckhand",Jr. Horatio Alger,75079
610,3261,"News from Nowhere; Or, An Epoch of Rest",William Morris,107879
611,74640,"The Italian, Volume 2 (of 3) :  or, the confessional of the Black Penitents",unknown,79816
612,14630,"Ruth Fielding on Cliff Island; Or, The Old Hunter's Treasure Box",Emerson,60097
613,27827,The Kama Sutra of Vatsyayana,Vatsyayana,83713
614,34661,The Pioneers,Katharine Susannah Prichard,121630
615,5051,The Morals of Marcus Ordeyne : a Novel,William John Locke,121701
616,51953,The Manager of the B. & A.: A Novel,Vaughan Kester,91541
617,31248,A Little Garrison: A Realistic Novel of German Army Life of To-day,Bilse,86006
618,47529,"Oliver Twist, Vol. 1 (of 3)",Charles Dickens,81591
619,42742,The Indian Chief: The Story of a Revolution,Gustave Aimard,110347
620,25581,Rinkitink in Oz,L. Frank Baum,70202
621,8167,"Gargantua and Pantagruel, Illustrated, Book 2",François Rabelais,75936
622,34219,The Enchanted Castle,E. Nesbit,102379
623,26240,The Clansman: An Historical Romance of the Ku Klux Klan,Jr. Thomas Dixon,124595
624,53071,"Mark the Match Boy; or, Richard Hunter's Ward",Jr. Horatio Alger,71073
625,33261,Bindle: Some Chapters in the Life of Joseph Bindle,Herbert George Jenkins,102230
626,35207,The Courier of the Ozarks,Byron A. Dunn,112591
627,4014,Arsène Lupin,Maurice Leblanc,105267
628,18140,An Alabaster Box,Mary Eleanor Wilkins Freeman and Florence Morse Kingsley,107014
629,39868,Glinda of Oz,L. Frank Baum,57509
630,22654,The Doctor of Pimlico: Being the Disclosure of a Great Crime,William Le Queux,85919
631,38477,In Jeopardy,Van Tassel Sutphen,86607
632,28091,The Double Four,E. Phillips Oppenheim,89822
633,8158,Barlasch of the Guard,Henry Seton Merriman,106157
634,5347,Understood Betsy,Dorothy Canfield Fisher,67597
635,24933,The Man Who Knew,Edgar Wallace,74290
636,46787,Grapes of wrath,Boyd Cable,81375
637,72585,The viaduct murder,Ronald Arbuthnott Knox,86589
638,6100,Pollyanna Grows Up,Eleanor H. Porter,109271
639,85,The Beasts of Tarzan,Edgar Rice Burroughs,86711
640,1214,The Street of Seven Stars,Mary Roberts Rinehart,107054
641,9609,"Joseph Andrews, Vol. 2",Henry Fielding,101199
642,11115,"Frank Merriwell at Yale; Or, Freshman Against Freshman",Burt L. Standish,106824
643,55435,Captain Chub,Ralph Henry Barbour,98855
644,17396,The Secret Garden,Frances Hodgson Burnett,111821
645,78,Tarzan of the Apes,Edgar Rice Burroughs,116726
646,33423,A Man in the Open,Roger Pocock,98690
647,1448,Heidi,Johanna Spyri,121948
648,2166,King Solomon's Mines,H. Rider Haggard,114951
649,1460,The Black Dwarf,Walter Scott,85964
650,29671,Nobody,Louis Joseph Vance,103215
651,33761,Making Money,Owen Johnson,114198
652,84,"Frankenstein; Or, The Modern Prometheus",Mary Wollstonecraft Shelley,102048
653,70010,"The shadow between them;  or, A blighted name",Mrs. Alex. McVeigh Miller,106018
654,74805,"Queenie's whim, Volume 1 (of 3) :  A novel",Rosa Nouchette Carey,80221
655,45740,The Boy Scouts of Lakeville High,Leslie W. Quirk,99608
656,46503,Gold-Seeking on the Dalton Trail,Arthur R. Thompson,110513
657,59254,The Inimitable Jeeves,P. G. Wodehouse,101053
658,25919,Miss Mapp,E. F. Benson,121480
659,72,"Thuvia, Maid of Mars",Edgar Rice Burroughs,68826
660,1563,The Crystal Stopper,Maurice Leblanc,111285
661,3048,The Little Duke: Richard the Fearless,Charlotte M. Yonge,61449
662,3995,Madame Chrysantheme — Complete,Pierre Loti,72264
663,913,A Hero of Our Time,Mikhail Iurevich Lermontov,85786
664,46386,The Castaways of Pete's Patch,Carroll Watson Rankin,72807
665,1450,Pollyanna,Eleanor H. Porter,84979
666,1869,The Man in Lower Ten,Mary Roberts Rinehart,93104
667,1557,Men of Iron,Howard Pyle,97224
668,12354,Pink and White Tyranny,Harriet Beecher Stowe,117239
669,121,Northanger Abbey,Jane Austen,106990
670,4731,Seven Little Australians,Ethel Turner,66406
671,2183,Three men on the bummel,Jerome K. Jerome,93705
672,1951,The Coming Race,Baron Edward Bulwer Lytton Lytton,73995
673,5308,The Paradise Mystery,J. S. Fletcher,111358
674,709,The Princess and Curdie,George MacDonald,79559
675,558,The Thirty-Nine Steps,John Buchan,58148
676,74045,The Lakewood boys on the Lazy S,L. P. Wyman,77197
677,13717,Ted Strong's Motor Car,Edward C. Taylor,123071
678,1055,'Twixt Land & Sea: Tales,Joseph Conrad,103163
679,9081,The Bacillus of Beauty: A Romance of To-day,Harriet Stark,124082
680,14257,The Magician,W. Somerset Maugham,102098
681,330,Where There's a Will,Mary Roberts Rinehart,92637
682,3047,Life's Little Ironies,Thomas Hardy,109974
683,6635,A Romance of Billy-Goat Hill,Alice Caldwell Hegan Rice,116661
684,20857,Spacehounds of IPC,E. E. Smith,123903
685,29809,"Astounding Stories of Super-Science, May, 1930",Various,115723
686,287,Remember the Alamo,Amelia E. Barr,113147
687,29768,"Astounding Stories of Super-Science, August 1930",Various,117675
688,39397,One of Cleopatra's Nights and Other Fantastic Romances,Théophile Gautier,98945
689,356,Beyond the City,Arthur Conan Doyle,57049
690,28444,Turn About Eleanor,Ethel M. Kelley,83507
691,4709,Brewster's Millions,George Barr McCutcheon,88957
692,14907,Living Alone,Stella Benson,62871
693,36672,Tripping with the Tucker Twins,Nell Speed,78958
694,2824,Sintram and His Companions,Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,58299
695,26654,Peter and Wendy,J. M. Barrie,68294
696,105,Persuasion,Jane Austen,113736
697,2796,The Memoirs of Mr. Charles J. Yellowplush,William Makepeace Thackeray,92069
698,30836,Seven Keys to Baldpate,Earl Derr Biggers,106269
699,25038,Tam o' the Scoots,Edgar Wallace,60078
700,2042,Something New,P. G. Wodehouse,105883
701,30537,The Royal Book of Oz,Ruth Plumly Thompson and L. Frank Baum,65372
702,61837,Tarzan and the Ant Men,Edgar Rice Burroughs,108750
703,25014,"Bouvard and Pécuchet: A Tragi-comic Novel of Bourgeois Life, part 1",Flaubert,114031
704,34828,"Sentimental Education; Or, The History of a Young Man. Volume 1",Gustave Flaubert,124867
705,20163,The Jolliest School of All,Angela Brazil,105063
706,74782,The fate of Fenella :  A novel,Helen Mathers et al.,103382
707,10084,Kazan,James Oliver Curwood,91145
708,2852,The Hound of the Baskervilles,Arthur Conan Doyle,87543
709,17967,"Navy boys behind the big guns :  or, Sinking the German U-boats",Halsey Davidson,64558
710,23778,The Governess,Julie M. Lippmann,100761
711,29173,The White Lie,William Le Queux,105004
712,778,Five Children and It,E. Nesbit,78508
713,35179,The Three Sapphires,William Alexander Fraser,107751
714,2368,"The Angel and the Author, and Others",Jerome K. Jerome,66769
715,500,The Adventures of Pinocchio,Carlo Collodi,58767
716,19145,The Time Traders,Andre Norton,88275
717,48271,Old People and the Things That Pass,Louis Couperus,125969
718,910,White Fang,Jack London,100525
719,19538,The Broncho Rider Boys with Funston at Vera Cruz,Frank Fowler,78006
720,20131,The Mask: A Story of Love and Adventure,Arthur Hornblow,91367
721,611,Prester John,John Buchan,107182
722,546,Under the Andes,Rex Stout,126379
723,31257,"Dainty's Cruel Rivals; Or, The Fatal Birthday",Mrs. Alex. McVeigh Miller,78438
724,40571,The Angel,Guy Thorne,118618
725,12163,The Sleeper Awakes,H. G. Wells,107835
726,48313,Phaeton Rogers: A Novel of Boy Life,Rossiter Johnson,101737
727,12986,"The Card, a Story of Adventure in the Five Towns",Arnold Bennett,108061
728,28725,Harding's luck,E. Nesbit,100549
729,58765,The Cowardly Lion of Oz,Ruth Plumly Thompson,69557
730,222,The Moon and Sixpence,W. Somerset Maugham,103474
731,5343,Rainbow Valley,L. M. Montgomery,115327
